,Team,Elo
104,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Aromatisse_Defensive, Jirachi_SubToxic, Dragonite_Dragon Dance, Kyurem-Black_Substitute Attacker",1215.555161564877
105,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Hypno_NastyPass, Rotom-Fan_Expert Belt, Pelipper_Physically Defensive, Diggersby_Choice Scarf",793.488748892341
106,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Electivire_All-out Attacker, Slowking_Choice Specs, Raikou_Calm Mind, Mesprit_Choice Specs",1062.7822408698319
107,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Kyurem_Choice Specs, Infernape_Lead, Tornadus-Therian_Assault Vest Pivot, Torterra_Choice Band",1069.0488773081104
108,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Exploud_Choice Specs, Feraligatr_Swords Dance, Meganium_Specially Defensive Support, Escavalier_Choice Band",819.1229323825535
109,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Exploud_Choice Specs, Tornadus-Therian_Assault Vest Pivot, Infernape_Lead, Latios_Choice Specs",982.9206440303836
110,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Drapion_Swords Dance, Noivern_Taunt + Roost, Mesprit_Choice Specs, Magmortar_Assault Vest Tank",1152.523221010876
111,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Whimsicott_Support, Dusknoir_Offensive, Kyurem_SubRoost, Sawk_Choice Band",992.8492829116248
112,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Victini_Choice Band, Vanilluxe_All-out Attacker, Solrock_Sun Screen, Gorebyss_Shell Smash",1001.6149762669019
113,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Articuno_SubRoost, Raichu_All-out Attacker, Stunfisk_Support, Tornadus_Bulk Up",1039.9590652867544
114,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Meganium_Specially Defensive Support, Roselia_Defensive Spikes, Cranidos_Choice Scarf, Duosion_Calm Mind",719.0512544541359
115,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Mothim_Choice Specs, Weepinbell_Sun Sweeper, Kingler_Agility Sweeper, Porygon_Defensive",807.6646657299073
116,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Pangoro_Swords Dance, Haxorus_Dragon Dance, Weepinbell_Sun Sweeper, Rotom-Fan_Expert Belt",912.2501760285145
117,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Regice_Tank, Hitmonchan_Assault Vest, Dewgong_Specially Defensive, Azelf_Lead",962.3476338582961
118,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Mothim_Choice Specs, Mandibuzz_Utility Buzzard, Karrablast_Swords Dance, Haxorus_Choice Band",912.9625236628082
119,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Escavalier_Choice Band, Ludicolo_Swift Swim Sweeper, Manaphy_Tail Glow + Rain Dance, Altaria-Mega_Support",1056.1671481739572
120,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Latios_Choice Specs, Emboar_All-out Attacker, Torterra_Rock Polish, Mesprit_Choice Scarf",1080.3000572137103
121,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Sawsbuck_Swords Dance, Staraptor_Choice Scarf, Dragonite_Fly Nite, Charizard-Mega-X_Bulky Will-O-Wisp",1219.0494599810206
122,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Suicune_SubCM, Bronzong_Special Tank, Uxie_Defensive Pivot, Xatu_Defensive Pivot",989.8236222454767
123,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Alakazam_Revenge Killer, Fletchling_Mixed Sweeper, Heracross_Choice Scarf, Cryogonal_Offensive Rapid Spinner",965.7415350137862
124,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Kyurem-Black_Substitute Attacker, Cresselia_Defensive, Crustle_Shell Smash, Mew_Stallbreaker",1231.6176516303976
125,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Hitmonchan_Bulk Up, Rufflet_Choice Scarf, Emboar_Footloose, Chatot_Substitute + Nasty Plot",841.1250478245023
126,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Beheeyem_Choice Specs, Jynx_Focus Sash, Noivern_Taunt + Roost, Electivire_All-out Attacker",1046.9368877327588
127,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Electrode_Rain Lead, Minun_Cheerleader, Altaria-Mega_Offensive Dragon Dance, Furfrou_Offensive Pivot",712.3606334164535
128,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Rhydon_Tank, Zapdos_Physically Defensive, Thundurus_Nasty Plot, Whimsicott_Support",1147.7226344297687
129,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Forretress_Defensive Rapid Spin, Fraxure_Dragon Dance, Liepard_Offensive Pivot, Excadrill_Bulky Spinner",840.7991971810159
130,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Gyarados_Bulky Dragon Dance, Zebstrika_All-out Attacker, Lanturn_Pivot, Haxorus_Swords Dance",1112.2345513356333
131,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Raikou_Choice Specs, Aerodactyl-Mega_Offensive, Omanyte_Entry Hazard Setter, Rhyperior_Offensive",1212.5362724475292
132,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Omastar_Lead, Kyurem-Black_Choice Band, Delphox_Speedy Roaster (Choice Scarf), Cryogonal_Offensive Rapid Spinner",1109.276973486378
133,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Snover_Eviolite, Solrock_Sun Screen, Delphox_Offensive Calm Mind, Aerodactyl-Mega_Offensive",1120.857283628774
134,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Uxie_Defensive Pivot, Zoroark_Mixed Attacker, Porygon_Defensive, Mesprit_Physically Defensive",823.4368652216432
135,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Mesprit_Substitute + Calm Mind, Simipour_Mixed Attacker, Bronzong_Defensive, Venomoth_Offensive",739.6392334653309
136,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Bellossom_Sun ""Sweeper"", Corphish_Wallbreaker, Metagross-Mega_Rock Polish, Gorebyss_Shell Smash",901.2409930067964
137,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Altaria-Mega_Special Attacker, Conkeldurr_Choice Band, Bouffalant_Swords Dance, Froakie_Mixed Attacker",898.7847797101671
138,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Cresselia_Defensive, Persian_Nasty Plot, Clefable_Calm Mind + Magic Guard, Manaphy_Calm Mind",974.9523186105616
139,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Jellicent_Utility, Kricketune_Sticky Web, Emboar_All-out Attacker, Infernape_All-out Attacker",1052.9258291918832
140,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Stoutland_Sand Wallbreaker, Bouffalant_Choice Band, Jolteon_SubPass, Lopunny_Offensive Utility",893.0683328842695
141,"Hawlucha_Substitute + Swords Dance, Murkrow_Life Orb, Infernape_Choice Band, Porygon_Defensive, Gyarados_Dragon Dance + Three Attacks, Weepinbell_Sun Sweeper",886.1954543901629
